word,meaning,partOfSpeech,phonetic
"spontaneous","""""a.自发的,自然产生的""""","","/spɔn'teiniəs/"
"spoon","""""n.匙,调羹""""","","/spu:n/"
"sport","(体育)运动 (pl.)运动会 vi.开玩笑；玩耍","n.","/spɔ:t/"
"sportsman","爱好运动的人；运动员","n.","/'spɔ:tsmən/"
"spot","""""n.斑点;地点 v.认出,认清,发现;玷污,弄脏""""","","/spɔt/"
"spouse","配偶(指夫或妻)","n.","/spaus/"
"spray","""""n.喷雾,飞沫,浪花,水花 v.喷,喷射""""","","/sprei/"
"spread","""""v./n.伸开,伸展;散布,传播""""","","/spred/"
"spring","""""n.春;跳;泉,源泉;弹簧,发条 v.跳,跳跃""""","","/spriŋ/"
"sprinkle","""""n.洒,喷,淋""""","","/'spriŋkl/"
"sprout","发芽，抽条 vt.使发芽 n.新芽，嫩苗","vi.","/spraut/"
"spur","""""n.靴刺,马刺;刺激,刺激物 v.刺激,激励""""","","/spə:/"
"spy","""""n.间谍 v.当间谍,刺探;察觉,发现""""","","/spai/"
"square","正方形;广场a.正方形的v.使成方形","n.","/skwεə/"
"squeeze","""""v.压榨,挤 n.榨取,勒索""""","","/skwi:z/"
"squirrel","松鼠","n.","/'skwə:rəl/"
"stab","""""v./n.刺,戳""""","","/stæb/"
"stability","""""n.稳定,安定""""","","/stə'biliti/"
"stable","""""a.稳定的,安定的 n.马厩,马棚""""","","/'steibl/"
"stack","""""n.堆,一堆 v.堆积,堆起""""","","/stæk/"
"stadium","体育场","n.","/'steidiəm/"
"stage","""""n.舞台,戏剧;阶段,时期""""","","/steidʒ/"
"stagger","摇晃着移动;蹒跚 n.摇晃不稳的动作;蹒跚","vi.","/'stæɡə/"
"stain","""""n.污点,瑕疵 v.沾污;染色""""","","/stein/"
"stair","(pl.)楼梯","n.","/stεə/"
"staircase","(stairway)楼梯","n.","/'stεəkeis/"
"stake","""""n.桩,标桩;赌注,利害关系""""","","/steik/"
"stale","""""n.变质的,不新鲜的;陈旧的,陈腐的""""","","/steil/"
"stalk","茎，梗vt.悄悄地跟踪vi.高视阔步地走","n.","/stɔ:k/"
"stall","""""n.货摊;畜栏,厩 v.(使)停转,(使)停止""""","","/stɔ:l/"
"stamp","""""n.邮票;印;跺脚;标志v.跺脚,顿足;盖章""""","","/stæmp/"
"stand","站立；位于；经受 n.台，座；货摊；立场","vi.","/stænd/"
"standard","""""n.标准,规则 a.标准的""""","","/'stændəd/"
"standpoint","""""n.立场,观点""""","","/'stændpɔint/"
"staple","主要产品；名产；纤维；主要成分，主食","n.","/'steipl/"
"star","星；恒星；明星 v.用星号标出；扮演主角","n.","/stɑ:/"
"stare","""""v.(at)盯,凝视""""","","/stεə/"
"start","""""v.开始;动身;吃惊;开办,开动 n.开端;惊起""""","","/stɑ:t/"
"startle","""""v.惊吓,使吃惊""""","","/'stɑ:tl/"
"starve","""""v.(使)饿死,饿得慌,挨饿""""","","/stɑ:v/"
"state","""""n.状态,情况;国,州 v.陈述,说明""""","","/steit/"
"statement","""""n.声明,陈述""""","","/'steitmənt/"
"statesman","""""n.政治家,国务活动家""""","","/'steitsmən/"
"static","""""a.(statical)静态的,静力的""""","","/'stætik/"
"station","""""n.车站;所,站,局;身份,地位 v.安置,驻扎""""","","/'steiʃən/"
"stationary","""""a.静止的,固定的""""","","/'steiʃənəri/"
"stationery","文具","n.","/'steiʃənəri/"
"statistical","""""a.统计的,统计学的""""","","/stə'tistikəl/"
"stay","逗留；保持vt.停止，延缓n.逗留，停留","vi.","/stei/"
"steady","""""a.稳定的,不变的;坚定的v.(使)稳固/稳定""""","","/'stedi/"
"steak","牛排；大块肉(或鱼)片","n.","/steik/"
"steal","""""v.偷,窃取;偷偷地做,巧取""""","","/sti:l/"
"steam","""""n.水汽,蒸汽,水蒸气 v.蒸发;蒸;用蒸汽开动""""","","/sti:m/"
"steamer","""""n.汽船,轮船""""","","/'sti:mə/"
"steel","钢","n.","/sti:l/"
"steep","""""a.陡峭的；险峻的；急剧升降的vt.浸泡,沉浸""""","","/sti:p/"
"steer","驾驶，为…操舵；引导vi.驾驶","vt.","/stiə/"
"stem","茎，干 vt.堵(挡)住 vi.起源于，由…造成","n.","/stem/"
"step","""""n.步;台阶,梯级;步骤,措施 v.踏,走,举步""""","","/step/"
"stern","""""a.严厉的;坚决的,坚定的 n.船尾,舟尾""""","","/stə:n/"
"stick","""""n.棍,棒,手杖 v.刺,戳,扎;粘贴""""","","/stik/"
"sticky","粘的，粘性的；棘手的；(道路)泥泞的","a.","/'stiki/"
"stiff","""""a.硬的,僵直的;拘谨的;呆板的;艰难的""""","","/stif/"
"still","静止的，寂静的 ad.还，仍然；更；安静地","a.","/stil/"
"stimulate","""""v.刺激,使兴奋;激励,鼓舞""""","","/'stimjuleit/"
"sting","""""v./n.刺,刺痛,剧痛;刺,叮""""","","/stiŋ/"
"stir","""""v.搅拌,搅动;动,摇动;激动;轰动;煽动,鼓动""""","","/stə:/"
"stitch","一针；(因跑步引起的)肋部剧痛 v.缝(合)","n.","/stitʃ/"
"stock","""""n.备料,库存,现货;股票,公债 v.储存""""","","/stɔk/"
"stocking","长(统)袜","n.","/'stɔkiŋ/"
"stomach","胃，胃口；肚子，腹部vt.承受，忍受","n.","/'stʌmək/"
"stone","石，石头；岩石，矿石；(水果的)核、子","n.","/stəun/"
"stool","凳子；(pl.)大便","n.","/stu:l/"
"stoop","""""v.弯腰,俯身 n.弯腰,曲背""""","","/stu:p/"
"stop","""""v.停止;塞住;阻止,阻挠;逗留 n.停车站;停止""""","","/stɔp/"
"storage","""""n.贮藏(量),保管;库房""""","","/'stɔridʒ/"
"store","""""n.商店,店铺;贮藏,贮备品 v.贮藏,贮备""""","","/stɔ:/"
"storey","""""n.(story)楼,层""""","","/'stɔ:ri/"
"storm","""""n.暴风雨,暴风雪;激动,爆发 v.猛攻,直捣""""","","/stɔ:m/"
"story","""""n.故事,传说,小说;(=storey)楼层""""","","/'stɔ:ri/"
"stove","""""n.炉子,火炉""""","","/stəuv/"
"straight","""""a.直的;整齐的,端正的 ad.直接;正直,直率""""","","/streit/"
"strain","拉紧;紧张;扭伤;竭尽全力 n.拉紧;负担","v.","/strein/"
"strange","""""a.奇怪的,奇异的;陌生的,生疏的;外地的""""","","/streindʒ/"
"stranger","""""n.陌生人,生客;外地人,外国人""""","","/'streidʒə/"
"strap","皮带，带子v.用带扣住，束牢；用绷带包扎","n.","/stræp/"
"strategy","战略，策略；对策，政策","n.","/'strætidʒi/"
"straw","""""n.稻草,麦杆;吸管""""","","/strɔ:/"
"strawberry","草莓","n.","/'strɔ:bəri/"
"stream","""""n.小河,溪流;流,一股,一串 v.流出,涌""""","","/stri:m/"
"streamline","流线型的 vt.使成流线型；使合理化","a.","/'stri:mlain/"
"street","街，街道；行车道","n.","/stri:t/"
"strenuous","费力的，艰辛的；奋发的，努力的","a.","/'strenjuəs/"
"stress","压力；重要性；应力；重音vt.强调，重读","n.","/stres/"
"stretch","伸展，延伸 n.拉长；伸展；一段时间/路程","v.","/stretʃ/"
"strict","""""a.(with)严格的,严厉的;严谨的,精确的""""","","/strikt/"
"stride","大踏步走；跨越 n.一大步(pl.)长足进步","vi.","/straid/"
"strife","争吵；冲突，斗争；竞争","n.","/straif/"
"strike","/vi.罢工 vt.打，击；攻击；给…深刻印象","n.","/straik/"
"striking","显著的；惹人注目的，容貌出众的","a.","/'straikiŋ/"
"string","""""n.弦,线,细绳;(一串),(一行) v.缚,捆""""","","/striŋ/"
"strip","""""v.剥,剥去 n.窄条,条纹""""","","/strip/"
"stripe","长条，条纹；军服上表示军阶的臂章条纹","n.","/straip/"
"strive","""""v.奋斗,努力""""","","/straiv/"
"stroke","击;报时的钟声;一击/划/笔;中风 v.抚摸","n.","/strəuk/"
"stroll","漫步；散步；游荡","n.&v.","/strəul/"
"structure","""""n.结构,构造;建筑物 v.构造,建造""""","","/'strʌktʃə/"
"struggle","""""n./v.斗争,奋斗,努力""""","","/'strʌɡl/"
"stubborn","""""a.顽固的,倔强的;难对付的,难以克服的""""","","/'stʌbən/"
"study","学习；研究；细看 vi.读书 n.学习；研究","vt.","/'stʌdi/"
"stuff","""""n.原料,材料,东西 v.填满,塞满""""","","/stʌf/"
"stumble","跌倒，绊倒 vi.绊(摔)倒；结结巴巴说","n.","/'stʌmbl/"
"stun","使…失去知觉；使目瞪口呆，使吃惊","vt.","/stʌn/"
"sturdy","坚定的，不屈不挠的；强健的，结实的","a.","/'stə:di/"
"style","""""n.风格,文体;式样,时式,类型""""","","/stail/"
"subjective","主观(上)的，个人的","a.","/səb'dʒektiv/"
"submarine","""""n.潜水艇 a.水底的,海底的""""","","/'sʌbməri:n/"
"submerge","""""v.沉没,淹没;潜入""""","","/səb'mə:dʒ/"
"submit","""""v.(to)使服从,屈服;(to)呈送,提交""""","","/səb'mit/"
"subscribe","(to)订阅，订购；同意vt.捐助，赞助","vi.","/səb'skraib/"
"subsequent","""""a.随后的,后来的""""","","/'sʌbsikwənt/"
"subsidy","补助金；津贴费","n.","/'sʌbsidi/"
"substance","物质；实质，本质；主旨；财产，资产","n.","/'sʌbstəns/"
"substantial","实质的;相当的;显著的;坚固的;富裕的","a.","/səb'stænʃəl/"
"subtle","""""a.精巧的,巧妙的;细微的,微妙的""""","","/'sʌtl/"
"subtract","(from)减(去)，扣掉","v.","/səb'trækt/"
"suburb","""""n.市郊,郊区""""","","/'sʌbə:b/"
"subway","地铁；地下行人隧道","n.","/'sʌbwei/"
"succeed","成功；继承，接替 vt.接替；继…之后","vi.","/sək'si:d/"
"success","成就，成功；成功的事物，有成就的人","n.","/sək'ses/"
"successful","圆满的；顺利的；成功的","a.","/sək'sesful/"
"succession","""""n.连续,系列;继任,继承""""","","/sək'seʃən/"
"successive","""""a.接连的,连续的""""","","/sək'sesiv/"
"successor","接替的人或事物，继任者","n.","/sək'sesə/"
"suck","吸，舐；吸收(取)","v.&n.","/sʌk/"
"sudden","出乎意料的，突然的","a.","/'sʌdən/"
"suffer","""""v.(from)受痛苦,患病;受损失;遭受;忍受""""","","/'sʌfə/"
"suffice","充足，足够；vt.(食物等)使(某人)满足","v.","/sə'fais/"
"sufficient","""""a.(for)足够的,充分的(比enough拘谨、正式)""""","","/sə'fiʃənt/"
"sugar","糖，食糖 vt.加糖于","n.","/'ʃuɡə/"
"suggestion","建议，意见；细微的迹象；暗示，联想","n.","/səɡ'dʒestʃən/"
"suicide","自杀；给自己带来恶劣后果的行为","n.","/'sjuisaid/"
"suitable","""""a.(for)合适的,适宜的""""","","/'sju:təbl/"
"suite","套间；一套家具；套，组，系列","n.","/swi:t/"
"sulfur","(sulphur)硫","n.","/'sʌlfə/"
"sum","""""n.总数,和;金额;算术题;要旨 v.合计,总计""""","","/sʌm/"
"summarize","""""v.(summarise)概括,总结""""","","/'sʌməraiz/"
"summary","""""n.摘要,概要 a.概括的,简略的""""","","/'sʌməri/"
"summer","夏天，夏季 a.夏季的","n.","/'sʌmə/"
"summit","顶，最高点；颠峰，高峰；最高级会议","n.","/'sʌmit/"
"summon","""""v.召唤;传讯,传唤;鼓起(勇气),振作(精神)""""","","/'sʌmən/"
"sun","太阳；恒星；美国Sun公司","n.","/sʌn/"
"sunrise","日出，拂晓；朝霞","n.","/'sʌnraiz/"
"sunset","日落，傍晚；晚霞","n.","/'sʌnset/"
"sunshine","""""n.日光,日照；晴天；""""","","/'sʌnʃain/"
"super","""""a.极好的,超级的""""","","/'sju:pə/"
"superfluous","多余的，过剩的，","a.","/sju'pə:fluəs/"
"supervise","""""v.管理,监督""""","","/'sju:pəvaiz/"
"supper","晚餐","n.","/'sʌpə/"
"supplement","""""n.补遗;增刊;附录 v.增刊,补充""""","","/'sʌplimənt/"
"supply","""""v.(with,to)供给,供应,补足 n.供应,供应量""""","","/sə'plai/"
"support","/vt.支撑;支持;赡养;维持 n.支持者;支柱","n.","/sə'pɔ:t/"
"suppose","""""v.料想,猜想;假定;conj.假使...结果会怎样""""","","/sə'pəuz/"
"suppress","""""v.镇压,压制;抑制,忍住;查禁""""","","/sə'pres/"
"surface","表面；外表 a.表面的，肤浅的","n.","/'sə:fis/"
"surge","汹涌；彭湃；蜂拥而至 n.巨浪;汹涌;彭湃","vi.","/sə:dʒ/"
"surgeon","外科医生","n.","/'sə:dʒən/"
"surgery","""""n.外科,外科学;手术室,诊疗室""""","","/'sə:dʒəri/"
"surname","姓","n.","/'sə:neim/"
"surprise","""""v.使诧异,使惊异;奇袭 n.诧异,惊异;奇袭""""","","/sə'praiz/"
"surrender","投降，屈服 vt.放弃，交出 n.投降，认输","vi.","/sə'rendə/"
"surround","包围，环绕 n.环绕物","vt.","/sə'raund/"
"survival","""""n.幸存,生存;幸存者,残存物""""","","/sə'vaivəl/"
"survive","""""v.幸免于,幸存;比…长命""""","","/sə'vaiv/"
"susceptible","易受影响的;易受感动的;易受感染的","a.","/sə'septəbl/"
"suspend","悬(浮)，挂；暂停，取消；推迟","v.","/sə'spend/"
"suspicion","怀疑，猜疑；一点儿，少量","n.","/sə'spiʃən/"
"suspicious","""""a.(of)可疑的,多疑的,疑心的""""","","/sə'spiʃəs/"
"sustain","""""vt.支撑,撑住;维持,持续,经受,忍耐""""","","/sə'stein/"
"swallow","""""n.燕子;吞咽vt.吞,咽;轻信;忍受;vi.咽口水""""","","/'swɔləu/"
"swarm","蜂群;一大群 vi.涌往;挤满;云集;成群移动","n.","/swɔ:m/"
"sway","摇动；倾斜 vt.使摇动 n.摇动；影响力","vi.","/swei/"
"swear","""""v.(at)诅咒,骂人;宣誓,发誓""""","","/swεə/"
"sweat","汗 v.(使)出汗","n.","/swet/"
"sweater","""""n.毛衣,绒衣,厚运动衫""""","","/'swetə/"
"sweep","""""v.扫,打扫;席卷,冲光;扫过,掠过""""","","/swi:p/"
"sweet","""""a.甜的;可爱的,美好的 n.(常pl.)糖果;甜食""""","","/swi:t/"
"swell","/v.肿胀;膨胀;增大;增加;","n.","/swel/"
"swift","/ad.快的(地);敏捷的(地)a.立刻的n.雨燕","a.","/swift/"
"swim","游泳;游;漂浮;眩晕;充溢 vt.游过 n.游泳","vi.","/swim/"
"swing","""""v.摇摆,摇荡,回转,旋转 n.秋千;摇摆,摆动""""","","/swiŋ/"
"switch","""""n.开关；转换；鞭子 v.转变,转换；抽打""""","","/switʃ/"
"sword","剑，刀；武力","n.","/sɔ:d/"
"symbol","""""n.符号,标志;象征""""","","/'simbəl/"
"symmetry","""""n.对称(性);匀称,整齐""""","","/'simitri/"
"sympathize","""""v.(sympathise)(with)同情;共鸣,同感;赞成""""","","/'simpəθaiz/"
"sympathy","同情，同情心；赞同，同感；慰问","n.","/'simpəθi/"
"symphony","""""n.交响乐,交响曲""""","","/'simfəni/"
"symposium","""""n.讨论会,专题报告会;专题论文集""""","","/sim'pəuziəm/"
"symptom","""""n.(疾病的)症状；(不好事情的)征兆,表征""""","","/'simptəm/"
"synthesis","""""n.(pl.syntheses)综合,合成""""","","/'sinθisis/"
"synthetic","""""a.合成的,人造的;综合的""""","","/sin'θetik/"
"system","系统，体系；制度；方法，方式，步聚","n.","/'sistəm/"
"table","桌子;餐桌;工作台;表格 vt.搁置;提交讨论","n.","/'teibl/"
"tablet","""""n.药片;碑,匾""""","","/'tæblit/"
"tackle","""""n.滑车;用具,器械 v.处理,解决;抱住,抓住""""","","/'tækl/"
"tactic","""""n.(tactics)策略,战术""""","","/'tæktik/"
"tag","标签;鞋带;垂饰;vt.加标签于;附加vi.紧随","n.","/tæɡ/"
"tail","尾巴；尾部；跟踪者 vt.尾随，跟踪","n.","/teil/"
"tailor","""""n.裁缝 v.缝制,剪裁""""","","/'teilə/"
"take","拿取；吃；记录；取得；花费；捕获；认为","v.","/teik/"
"tale","""""n.故事,传说""""","","/teil/"
"talent","""""n.才能,天资;人才""""","","/'tælənt/"
"talk","谈话；聊天；讲话；演讲 v.说话；交谈","n.","/tɔ:k/"
"tall","""""a.(身材)高的,高大的；夸大的,离谱的""""","","/tɔ:l/"
"tame","""""a.驯服的,温顺的;沉闷的,乏味的 vt.驯服""""","","/teim/"
"tan","/a.(皮肤因日晒而成)棕褐色(的) vt.晒黑","n.","/tæn/"
"tangle","纠缠；缠结；混乱 v.(使)缠绕；变乱","n.","/'tæŋɡl/"
"tank","""""n.罐,槽,箱；坦克 vt.储于槽中""""","","/tæŋk/"
"tanker","油船","n.","/'tæŋkə/"
"tap","""""n.塞子;水龙头; n./v.轻打,轻敲; vt.开发""""","","/tæp/"
"tape","""""n.带(子);录音带,磁带 v.录音;系,捆""""","","/teip/"
"tar","柏油，焦油 vt.涂或浇柏油/焦油于","n.","/tɑ:/"
"target","""""n.目标,对象,靶子""""","","/'tɑ:ɡit/"
"tariff","""""n.关税,税率;(旅馆,饭店等)价目表,收费表""""","","/'tærif/"
"taste","品尝;(of)有…味道;体验 n.滋味;味觉","v.","/teist/"
"tax","""""n.税(款),负担 v.对…征税,使负重担""""","","/tæks/"
"taxi","出租汽车v.[指飞机](使)滑行","n.","/'tæksi/"
"tea","茶(叶)；午后茶点","n.","/ti:/"
"teach","教，讲授；教导(训)vi.讲课，当教师","vt.","/ti:tʃ/"
"teacher","教师(员)，老(导)师","n.","/'ti:tʃə/"
"team","""""n.小队,小组 v.协同工作""""","","/ti:m/"
"tear","(pl.)眼泪 vt.撕裂；使…分裂 vi.破裂","n.","/tiə/"
"tease","""""v.戏弄,取笑;挑逗 n.(爱)戏弄他人者;戏弄""""","","/ti:z/"
"technical","技术(性)的，工艺的；专门性的，专业性的","a.","/'teknikəl/"
"technician","""""n.技术员,技师,技工""""","","/tek'niʃən/"
"technique","技巧，手艺，技能；技术，工艺","n.","/tek'ni:k/"
"technology","科学技术；工业技术；应用科学","n.","/tek'nɔlədʒi/"
"telegram","电报","n.","/'teliɡræm/"
"telephone","""""n.电话,电话机 v.打电话""""","","/'telifəun/"
"telescope","望远镜 v.缩短，压缩","n.","/'teliskəup/"
"tell","告诉，讲述；告诫；吩咐，命令；辨/区别","vt.","/tel/"
"temper","脾气；韧度vt.调和，使缓和；使回火","n.","/'tempə/"
"temperature","温度，体温；热度，发烧","n.","/'tempəritʃə/"
"temple","""""n.庙宇,神殿,寺;太阳穴""""","","/'templ/"
"tempo","""""n.节奏,行进速度;(音乐的)速度""""","","/'tempəu/"
"temporary","""""a.暂时的,临时的""""","","/'tempərəri/"
"tempt","""""v.诱惑,引诱;吸引,使感兴趣""""","","/tempt/"
"temptation","引诱，诱惑；诱惑物","n.","/temp'teiʃən/"
"ten","十 pron./a.十(个，只...)","num.","/ten/"
"tenant","承租人;房客;佃户 vt.租借，承租","n.","/'tenənt/"
"tend","""""v.趋向,往往是;照料,看护""""","","/tend/"
"tendency","趋势，趋向；倾向","n.","/'tendənsi/"
"tender","""""a.嫩的;敏感的;温柔的 v.提出,提供;投标""""","","/'tendə/"
"tennis","网球","n.","/'tenis/"
"tense","时态 v.拉紧，(使)紧张 a.绷紧的，紧张的","n.","/tens/"
"tension","(紧张)状态；拉(绷)紧；张力，拉力","n.","/'tenʃən/"
"tent","帐篷","n.","/tent/"
"tentative","试探性的，暂时的；犹豫不决的","a.","/'tentətiv/"
"term","""""n.学期;期限,期间;(pl.)条件,条款;术语""""","","/tə:m/"
"terminal","晚期的;终点的;期末的 n.终点(站);终端","a.","/'tə:minəl/"
"terminate","(使)结束，(使)停止","vi.","/'tə:mineit/"
"terrible","""""a.很糟的;可怕的,骇人的;极度的,厉害的""""","","/'terəbl/"
"terrific","""""a.极好的,非常的,极度的""""","","/tə'rifik/"
"terrify","""""v.使害怕,使惊恐""""","","/'terifai/"
"territory","""""n.领土;版图;领域,范围""""","","/'teritəri/"
"terror","恐怖;可怕的人(事)","n.","/'terə/"
"test","/vt.试验；检验；测验","n.","/test/"
"testify","作证，证明；(to)表明，说明","v.","/'testifai/"
"testimony","""""n.证据,证词;表明,说明""""","","/'testiməni/"
"text","正文，文本；原文；教科书","n.","/tekst/"
"textbook","""""n.课本,教科书""""","","/'tekstbuk/"
"texture","(织物)质地；(材料)构造；结构；肌理","n.","/'tekstʃə/"
"thank","感谢int.[-s]谢谢n.[pl.]感谢(意)","vt.","/θæŋk/"
"theft","偷窃(行为)，偷窃罪","n.","/θeft/"
"theirs","[they的物主代词]他(她、它)们的","pron.","/ðεəz/"
"theme","题目，主题；主旋律，基调","n.","/θi:m/"
"then","当时，在那时；然后，于是；那么，因而","ad.","/ðen/"
"therapy","治疗，(不需要药物或手术的)物理疗法","n.","/'θerəpi/"
"therefore","因此，所以 conj.因此","ad.","/'ðεəfɔ:/"
"thermal","""""a.热的,热力的；(小规模的)上升气流""""","","/'θə:məl/"
"thermometer","温度计","n.","/θə'mɔmitə/"
"these","[this的复数]这些；这些人(东西)","pron.&a.","/ði:z/"
"thesis","(pl.theses) 论文;论题;论点","n.","/'θi:sis/"
"thick","厚的，粗的，稠的，浓的  ad.厚，浓，密","a.","/θik/"
"thief","(thieves)贼；小偷","n.","/θi:f/"
"thigh","大腿；股骨","n.","/θai/"
"thin","""""a.薄的,细的;稀薄的,淡的;瘦的 v.变薄;变稀""""","","/θin/"
"thing","物，东西；事，事情；所有物；局面，情况","n.","/θiŋ/"
"think","想，思索；认为，以为；想要；料想，预料","v.","/θiŋk/"
"third","第三(个)，三分之一(的)","num.","/θə:d/"
"thirst","""""n.渴,口渴;(for)渴望,热望""""","","/θə:st/"
"thirsty","""""a.口渴的;(for)渴望的,热望的""""","","/'θə:sti/"
"thirteen","/a.十三 pron.十三(个，只...)","num.","/'θə:'ti:n/"
"thirty","三十，三十个(人或物)","num.","/'θə:ti/"
"thorn","""""n.刺,荆棘""""","","/θɔ:n/"
"those","/a.[that的复数]那些；那些人(东西)","pron.","/ðəuz/"
"though","可是，然而，不过 conj.尽管，虽然","ad.","/ðəu/"
"thought","思想，思考，思维；意图，打算；想法","n.","/θɔ:t/"
"thoughtful","""""a.认真思考的,沉思的;体贴的,关心的""""","","/'θɔ:tful/"
"thousand","/n./a.一千；[pl.]许许多多，成千上万","num.","/'θauzənd/"
"thread","""""n.线,细丝;线索,思路;螺纹 v.穿线,穿过""""","","/θred/"
"threat","""""n.恐吓,威胁;坏兆头,危险迹象""""","","/θret/"
"threaten","""""v.恐吓,威胁;有…危险,快要来临""""","","/'θretən/"
"three","三 pron./a.三(个，只...)","num.","/θri:/"
"threshold","""""n.门槛;入门,开端""""","","/'θreʃhəuld/"
"thrift","节约，节俭","a.","/θrift/"
"thrill","一阵激动(恐惧) v.激动；(使)毛骨悚然","n.","/θril/"
"thrive","""""v.兴旺,繁荣""""","","/θraiv/"
"throat","""""n.咽喉,嗓子""""","","/θrəut/"
"throne","御座，宝座；王位，王权","n.","/θrəun/"
"through","/ad.穿过；自始至终；由，以 a.直达的","prep.","/θru:/"
"throughout","遍及，贯穿 ad.到处，自始至终，彻底","prep.","/θru:'aut/"
"throw","扔；使突然陷入；使困惑n.投掷(距离)","vt.","/θrəu/"
"thrust","插入；猛推 n.插，推力 vi.刺，戳，冲","vt.","/θrʌst/"
"thumb","拇指 v.示意要求搭车；迅速翻阅","n.","/θʌm/"
"thunder","""""n.雷(声);轰隆声 v.打雷;大声说,吼叫""""","","/'θʌndə/"
"Thursday","星期四","n.","/ðʌs/"
"thus","如此；像这样；于是；因此","ad.","/ðʌs/"
"tick","滴答声;勾号 v.滴答响;打勾号于","n.","/tik/"
"ticket","""""n.票,入场券;票签;(交通违章)罚款传票""""","","/'tikit/"
"tide","""""n.潮,潮汐;潮流,趋势""""","","/taid/"
"tidy","""""a.整洁的,整齐的 v.整理,收拾""""","","/'taidi/"
"tie","""""n.领带;联系,关系,纽带;束缚 v.扎,系,捆""""","","/tai/"
"tiger","．虎；老虎","n","/'taiɡə/"
"tight","""""a.紧的;紧身的,装紧的;密封的 ad.紧紧地""""","","/tait/"
"tile","""""n.瓦片,瓷砖 vt.铺瓦于，贴砖于""""","","/tail/"
"till","直到，直到…为止，与until意思相同","prep.","/til/"
"tilt","(使)倾侧；(使)倾斜 n.倾侧；倾斜","v.","/tilt/"
"timber","""""n.木材,木料""""","","/'timbə/"
"time","时间，时刻；次，回；时代，时期；倍，乘","n.","/taim/"
"timely","""""a.及时的,适时的""""","","/'taimli/"
"timid","""""a.胆怯的,怯懦的""""","","/'timid/"
"tin","罐头；锡 a.锡制的 vt.镀锡于","n.","/tin/"
"tiny","""""a.极小的,微小的""""","","/'taini/"
"tip","尖端;末端;小费 n./v.轻击;倾斜;给小费","n.","/tip/"
"tire","""""v.(使)疲倦,(使)厌倦 n.(=tyre)轮胎,车胎""""","","/'taiə/"
"tiresome","""""a.使人厌倦的,讨厌的""""","","/'taiəsəm/"
"title","""""n.书名,标题;头衔,称号""""","","/'taitl/"
"toast","""""n.烤面包,吐司;祝酒(词)v.烘,烤;(向…)祝酒""""","","/'təust/"
"tobacco","""""n.烟草,烟叶""""","","/tə'bækəu/"
"today","在今天；现今，在当代 n.今天；现在","ad.","/tə'dei/"
"toe","""""n.脚趾,足尖""""","","/təu/"
"together","""""ad.共同,一起;合起来,集拢地""""","","/tə'ɡeðə/"
"toilet","""""n.厕所,盥洗室""""","","/'tɔilit/"
"token","表示;标志;记号;代用硬币 a.象征性的","n.","/'təukən/"
"tolerance","""""n.宽容；容忍,忍受；耐药力；公差""""","","/'tɔlərəns/"
"tolerant","""""a.容忍的,宽容的；有耐药力的""""","","/'tɔlərənt/"
"tolerate","""""vt.容忍,默许；对(药物、毒品等)有耐力""""","","/'tɔləreit/"
"tomb","""""n.坟,冢""""","","/tu:m/"
"tone","""""n.音调,音色;风气,气氛;腔调,语气;色调""""","","/təun/"
"tongue","舌;语言","n.","/tʌŋ/"
"tonight","在今晚；在今夜 n.今晚，今夜","ad.","/tə'nait/"
"too","也，还；太，过于；很，非常","ad.","/tu:/"
"tool","工具，用具；方法，手段","n.","/tu:l/"
"tooth","(pl.teeth)牙齿；齿状物；","n.","/tu:θ/"
"top","顶，顶端；首位；顶点 a.最高的；顶上的","n.","/tɔp/"
"topic","""""n.话题,主题,题目""""","","/'tɔpik/"
"torch","""""n.手电筒;火炬,火把""""","","/tɔ:tʃ/"
"torture","""""v.拷问,拷打;折磨,磨难 n.拷问;折磨,痛苦""""","","/'tɔ:tʃə/"
"total","""""n.总数,合计 a.总的,全部的 v.合计,总数达""""","","/'təutəl/"
"touch","""""v.触,碰,摸;感动;涉及 n.触动,碰到;少许""""","","/tʌtʃ/"
"tough","""""a.坚韧的,棘手的;强健的,吃苦耐劳的;粗暴的""""","","/tʌf/"
"tour","旅游，旅行；巡回演出/比赛 v.旅游","n.","/tuə/"
"tourist","旅游者，观光客；巡回比赛的运动员","n.","/'tuərist/"
"tow","""""vt.(用绳、链等)拖(车、船等) n.拖,牵引""""","","/təu/"
"toward","(towards)朝，向；将近；对于；为了","prep.","/tə'wɔ:d/"
"towel","毛巾 vt.用毛巾擦或擦干","n.","/'tauəl/"
"tower","塔 v.高耸","n.","/'tauə/"
"town","市镇；市民；城市商业区，闹市区","n.","/taun/"
"toxic","有毒的；中毒的","a.","/'tɔksik/"
"toy","玩具 vi.(with)漫不经心地考虑；摆弄","n.","/tɔi/"
"trace","""""n.痕迹,踪迹;极少量 v.描绘;跟踪,追踪""""","","/treis/"
"track","""""n.跑道,小路;轨迹,轮迹 v.跟踪,追踪""""","","/træk/"
"tractor","""""n.拖拉机,牵引车""""","","/'træktə/"
"trade","""""n.贸易,商业;职业,行业 v.经商,交易""""","","/treid/"
"trademark","商标；特征 vt.注册的…商标","n.","/'treidmɑ:k/"
"tradition","传统； 惯例； 传说","n.","/trə'diʃən/"
"traffic","""""n.交通,交通量""""","","/'træfik/"
"tragedy","""""n.悲剧;惨事,灾难""""","","/'trædʒidi/"
